NOMBRE;LINK
AGRICOLA PENSACOLA  ;
SEDUAR  ;
VRUNOLI  ;
;
INNOVACIÓN Y TECNOLOGÍA PARA AGRICULTURA INTEAGRI  ;
ROSAS DE MULALO MULROSAS CIA. LTDA.;
EXPORTADORA LAMAR EXPO&LAMAR  ;
CRIADEROS DE ESPECIES BIOACUATICAS CRIESBIO SOCIEDAD ANONIMA;
HIDROTHERM INGENIERIA Y THERMOHIDRAULICA CIA. LTDA.;
PRIRODAGREEN  ;
AGRICOLA BANANERA VICTORIA, BANVICTORI  ;
MERCATTI   MERCATTISA;
TRIGOS Y CEREALES DEL ECUADOR TRIGOCER  ;
TRANSPORTES JERPAZSOL  ;
AGRINARCAO  ;
PESQUERA DEL SUR PESQUESURSA  ;
LANGOSTINOS BANGKOK SA;
PREDIAL AGRICOLA RIO VINCES   RIVINSA;
CAMUPLASTIC  ;
SIGNSOLUTIONS  ;
;
CONSTRUCTORA RAMBAQ SA;
VIVAHOUSE  ;
KONFORTHOGAR CIA. LTDA.;
ALMACENES BANDA JUNIOR C LTDA;
BESTFOODS-IMPORTS  ;
INDUSTRIA ALIMENTICIA FLAVORS & SCENTS CIA.LTDA.;
ZANILLA  ;
GLOBAL TRANS LOGISTICS GTL  ;
BUDO  ;
TACAO S. A.;
TOARMINA  ;
LICORERA ECUATORIANA LIVERZAM C LTDA;
;
WORLDWIDE CARGO LOGISTICS CIA. LTDA;
LATINTOUR CIA.LTDA.;
AGRICOLA Y PISCICOLA OCEANICA   APIOSA;
NATURAL RESOURCES COMPANY NRESC  ;
CASA GERMANA INDUHEGO CIA. LTDA.;
EQUCAFE  ;
EMPALIT  ;
CITIAIR DE AVIACIÓN TAXIAÉREO  ;
ECOPARKMINING  ;
HELEANMAR  ;
COMPAÑIA DE TRANSPORTE, CARGA PESADA Y LOGISTICA TRANSPOREXA  ;
HUZIMA  ;
;
ACUANORTE CIA. LTDA.;
INMOBILIARIA TERRA PARAISO  ;
EUROVIAJES & TUR  ;
ITALCOM CIA. LTDA.;
SVC PROYECTOS-CONSTRUCCIONES  ;
SENTINEL-ECUADOR  ;
ALVAREZ SOCIEDAD ANONIMA INMOBILIARIA (ALSAIN);
IMPORTACIONES COMERCIO DARQUEA SA ICODASA;
COMERCIALIZADORA PESQUERA OCEANAPEZ CIA. LTDA.;
AIRTIFICIAL INTELLIGENCE STRUCTURES  ;
CORPORACION GARBEUSC  ;
;
BALANCEPRODUCTS  ;
ZION ADMINISTRADORA DE FONDOS Y FIDEICOMISOS  ;
PESCASOL SA;
HIELOS DEL PACIFICO   HIEPAC;
HACIENDA VILMITA HAVILMI  ;
INMOBILIARIA LOS OLIVOS INMOLIVOS CIA. LTDA.;
BIGFISH  ;
TRUAR CIA.LTDA.;
FINE-TUNED ENGLISH CIA. LTDA.;
GASEC  ;
COMPANIA DE TRANSPORTES QUITUMBE SA;
;
OPERAL-HOLDING  ;
VETORE  ;
MOORES ROWLAND ECUADOR CIA. LTDA.;
CORPORACION GAHAR CGAHAR  ;
LABORATORIOS DE ESPECIALIDADES MEDICAS OCHOA & OCHOA CIA. LTDA.;
MARKELITE  ;
SUSHIBRANDS  ;
NUTRITIONAL TECHNOLOGIES  C. - NALTECH;
CULTIVOS INDUSTRIALIZADOS DEL MAR CUINMAR  ;
PESQUERADIVINONIÑO  ;
SANDVIK  ;
;
MEXCE  ;
ALPOKY  ;
PELLIKARI  ;
JWFRESH  ;
RUCORMUN  ;
KLASS LATINOAMERICA   KLASSMERICA;
OPMELEC CIA. LTDA.;
WATCH-OUT  ;
INDUSTRIAS DE SEÑALIZACION Y SEGURIDAD VIAL INSEGVIAL  ;
SOBOA  ;
MIEM SOLUCIONES MEDICAS CIA.LTDA.;
ACLIMATIC CIA. LTDA.;
;
IRALGRAF ECUATORIANA C LTDA;
ASINFO-SOFTWARE & DESARROLLO  ;
ECOLUBRI C.A.;
CONSTRUCTORA IMPERIA CONIMPERIA CIA.LTDA.;
IMBOPARTES  ;
CENTRO QUIRÚRGICO OFTALMOLÓGICO SANTAINES CIA.LTDA.;
INMOBILIARIA VILLAMAR BRUNO   VIBRU;
FASTLINECAR  ;
MONTILSA  ;
PLASTIEXPRESS CIA. LTDA.;
TRANSPORTE NACIONAL DE HIDROCARBUROS T.N.H.  ;
IMPORESTILO  ;
EMPRESA MINERA CUMBARATZA SA;
MEGASHOES S. A.;
CONSTRUCTORA Y CAMARONERA   VINJEN;
ORO NATURAL HOUSE ONAHOUSE S. A.;
MAYAS CONSTRUCTORES  ;
EKONO E&E  ;
BODEGAS Y SERVICIOS LUVI  ;
MEDINATURAL CIA. LTDA.;
AFASANT CIA.LTDA.;
ENDECOTS  ;
AUSTROBOX S. A.;
COMERCIALIZADORA DE PRODUCTOS COPROMAR C LTDA;
TE.R.CE. ECUATORIANA SA;
PINJAS  ;
AGROPROCESOS  ;
ETTEXTECH TEXTILES TECNICOS ECUATORIANOS CIA. LTDA.;
CABLEADOS PARA COMUNICACIONES CABLECOMSA  ;
EMINENS CIA. LTDA.;
YOPAL  ;
DESARROLLO E INTEGRACIÓN DE PROCESOS DIGITALES SODIG  ;
CASCO&GUERRA ASOCIADOS CIA. LTDA.;
COMPRASIGMA  ;
ZSERVICE  ;
FARMACOS BASICOS (BASICFARM)  ;
ACERINOX  ;
VISCONTICORP  ;
TERRA&MAR CIA.LTDA.;
SERVICIOS EDUCATIVOS JIM IRWIN CIA. LTDA.;
;
CENTRO RESIDENCIAL PARA PERSONAS ADULTAS MAYORES LOS JARDINES LOSJAR  ;
PALMA TROPICAL (TROPIPAL)  ;
MAGTUNSA  ;
FRECUENTO   FREQUENTBUY;
LAPVILLA  ;
DINERALSA  ;
SEGUPLAST  ;
REPRESENTACIONES HOSPITALARIAS IMPORTACIONES RHOSEIM C LTDA;
TELECOMUNICACIONES DEL ECUADOR JAHEN  ;
WATLING S. A.;
;
CONSTRUCTORAPC CONSTRUCCIONES EN ACERO CIA. LTDA.;
CENTRO ELECTRICO CENELSUR CIA. LTDA.;
AGROPECUARIA LAS LOMAS AGROLOMAS CIA. LTDA.;
PLASTIAZUL CIA. LTDA.;
CAVAVILLE ENERGY SERVICES ECUADOR CIA. LTDA.;
IMPIEGO  ;
MARKECSA  ;
DISTRIBUIDORES GENERALES DE SALUD DIGESALUD  ;
CONSTRUARIAS CIA. LTDA.;
MOREAMONC  ;
SUGAR VILLAGRAN SUGARVILL AGRICOLA  ;
PAXOS  ;
DRESDENLAB ECUADOR  ;
;
OPERATING  ;
FREVIUNO CIA. LTDA.;
IMPORTADORA EL PRECISO   IMPOPRECISO;
RHINOGAS CIA. LTDA.;
EMPRESARIOS Y ASESORES EMPASE CA;
TEXCODI CIA. LTDA.;
AGRICOLA ULLOA, AGRULLOA  ;
HANSABAU  ;
FUERZA ESPECIAL DE PROTECCION COMPANY FESPROTEC CIA. LTDA.;
EMIECUADOR   EMPRESA DE MEDICINA INTEGRAL;
BIOCONVERSIÓN  ;
SMART FACTORHOLDING  ;
DANZIGER-ECUADOR  ;
PAINTBALLECU  ;
MACHALA.NET   MACHANETSA;
PROVEEDORA LOJANA DE PRODUCTOS DE CONSUMO MASIVO SAMANIEGO PROLCOM CIA. LTDA.;
PLASTIC COMPANY IH  ;
SORRENTO HOLDING CORP;
GYOLAL  ;
CIRACOR  ;
VETERINARIA NARANJAL  VETNAR;
ECUDEIM SA;
AQUAVI  ;
NACIONAL DE TRANSPORTES Y COMERCIO NATRANSCOM CIA. LTDA.;
KAYABO  ;
INMOBILIARIA ZEUS SA;
DISTRIBUIDORA MINERDIESEL  ;
;
CENTROMEDICOSUR CENTRO MEDICO DEL SUR CIA.LTDA.;
ENDOVIEWMED CIA. LTDA.;
HOME IDENTITY CIA. LTDA.;
CORBANTRADE CIA. LTDA.;
SISTEMAS DE CALEFACCION VENTILACION Y AIRE ACONDICIONADO HVAC INGENIERIA  ;
FENIX SOLUCIONES INTEGRALES FENIXCON CIA.LTDA.;
ELECTROCARDINAL  ;
REPRESENTACIONES DEL LITORAL RELIT  ;
LAVANDERIA DE CONFECCIONISTAS TEXTILES PROCONTEX CIA. LTDA;
DISTRIBUIDORA SAMBOFUEL S.A;
CIDESCOL S. A.;https://ec.linkedin.com/company/cidescol?trk=companies_directory
CONSTRUCTORAJANOVIC  ;
PRODULUX CIA. LTDA.;
UNEIN UNIDAD DE EDUCACION INTEGRAL DEL PACIFICO CIA. LTDA.;
;
ALCOMAQ  ;
SUDAMTEL CIA.LTDA.;
VIDEO SOUND TRUCK, EC., VST ECUADOR C. LTDA.;
TOLEDAMA CIA.LTDA.;
QUELARIS ECUADOR  ;
COMERCIALIZADORA AGROPECUARIA GRUPO-AGROSUR  ;
LABMANTA  ;
CAMARONERA BALAO CAMBALASA  ;
LABCESTTA  ;
PALACARA SA;
PALMAGRICOLA SERRANO VASCONEZ DAVALOS SEVADAPALM  ;
CATOVI CIA. LTDA.;
;
INMOBILIARIA INMOPACIF SA;
URBIFLEX  ;
PROCESADORA DE ALIMENTOS   (PRODAL);
OSC ELECTRONICA Y TELECOMUNICACIONES DEL ECUADOR  ;
INDUSTRIA ARROCERA DON PANTA INDUPANTA  ;
HKTRADEIN  ;
PRODUCARNES  ;
INJECTPLAST  ;
DOMOTICA Y AUTOMATIZACIÓN DOMAUT  ;
PAN BAGUETTE SA;
NEOFLIX  ;
TRACAPE  ;
DENTAL PEREZ AVILES CIA. LTDA.;
GALAPAEARTH  ;
;
XINDA ECUADOR XINDOR  ;
DISPETROL  ;
SEPROTRANSPORTE   SERVICIO PROTECCION DE TRANSPORTE PESADO;
BIEPACE  ;
AXXISGASTRO CIA. LTDA.;
OROS DE QUITO   OROQUITO;
TRANSOSIE  ;
COCOYOC CIA. LTDA.;
VETERINARIAN PRODUCTS VETPROCOM INDUSTRIAL Y COMERCIAL CIA.LTDA.;
DEL VALLE METALCAST FOUNDRY  ;
PROMOTICK  ;
FABRICA DE PLASTICOS PLASTICIMPORT CIA.LTDA.;
BE-TECH-SYSTEM  ;
CAMACHO - SANCHEZ (LOGIST) C. LTDA.;
;
CLAVESEGUROS C.A.;
TERRANOVA DRILLING TERRADRILLING  ;
TELECOMUNICATION - CITY   TELECISA;
EPSODECUA CIA. LTDA.;
CONSTRUCTORA - HABITAT CLUBPROSUR  ;
PROPROYECSA PROMOTORA DE PROYECTOS  ;
PSICOFARMA  ;
SUMAKEARTH  ;
AGRICOLA CACAO COCULTEC  ;
COLLAZZONE  ;
ECUATORIANA DE COMERCIO IMPORTACION Y EXPORTACION ECUACOMEX C LTDA;
GARNIER ADVERTISING GARAD  ;
COMSUPPLIES  ;
INMACU  ;
CERVECERIA FESLER ECUADOR FESLEREC  ;
INMCAMPSA  ;
JUPASEB CONSTRUCTORES CIA. LTDA.;
CAMARONERA DEL PACIFICO   PACIFCAM;
INMOBILIARIA FUTURA   INMOFUTURA;
PUBLIGRATA S.A;
FERRETERIA Y HOGAR FERRYHOME CIA. LTDA.;
ECUAGRUP  ;
ECUAGRUP  ;
INMOBILIARIA TIERRA LINDA INTILI S A;
COMPANIA DE PUBLICIDAD, PUBLITRAFFIC  ;
SESATSEGURIDAD, SALUD Y TRABAJO  ;
;
FABRICA LIZARDO GODOY  ;
INMOBILIARIA JARDINES DEL NORTE   JARDINOR;
INMOBILIARIA TERREBAL S. A.;
EXTRACTORA DE ACEITES ACEITPLACER S. A.;
ORNIKO  ;
DISPOGAS1  ;
ORANGELAB  ;
CTK LOGISTIC  ;
SERTELVAG CIA. LTDA.;
VERPAINTCORP CIA. LTDA.;
TEXTIMUEBLES  ;
;
TRANSPORTES TRUCKERCHEF  ;
CASFERMARC CONSTRUCTORES CIA. LTDA;
CONSTRUCTORA RHOR  ;
U.D.O. & ASOCIADOS  ;
DUCCIN  ;
QUILGUEY  ;
CATARAMA EXPORT CTEX  ;
I.M.C. RUILOVA CIA. LTDA.;
REGUS DEL ECUADOR  ;
CONTIVIAJES C LTDA;
AGRICOLA NATIVIDAD   AGRINATSA;
H&N HUEVOS NATURALES ECUADOR  ;
INTERNATIONAL MED CORP   CORPMEDINT;
ZETI PHARMACEUTICALS PHARMAZETI CIA.LTDA.;
INMOBILIARIA PREFIVE SA;
;
INTERVEC-PRODUCTOS-&-SERVICIOS  ;
SAMARATEX  ;
CLAVE CIVIL CLAVECIV CIA. LTDA.;
TAMBONEGRO CIA.LTDA.;
CORPANIMOS  ;
COMERCIALIZADORA SUNFISH FOOD SUNFISHFOOD  ;
ALIMENTOS MANABITAS ALMABI  ;
INMOBILIARIA SOUTH GARDEN S. A. SOUTHGARDEN;
ENTRIX, INC.;
JATARIG COMPANIA LIMITADA;
OVERSEAS REAL STATE INVESTMENTS REALINVESTMENTS  ;
ENGINEERING BUSINESS SOFTWARE ME&HE CIA. LTDA.;
CALOCASTRO & PUBLICIDAD  ;
AGROCELHONE DEL ECUADOR CIA.LTDA.;
LAMONT  ;
CABREMAQUI (CABRERA Y MAQUINAS) C. LTDA.;
CAMEONCE S. A.;
BEQUICO  ;
DISTRIBUIDORA DE PRODUCTOS AUTOMOTRICES DISPROAUTO CIA.LTDA.;
GERMATIL  ;
AVICOLA ALTA ALIMENTACION ANIMAL AAAP  ;
RESULCONSUL  ;
INDUSTRIA PHARMA CGP CORPORACION GRINA PHARMACEUTICAL CIA.LTDA.;
CACAO PALMA Y TECA CAPALTEC  ;
PODEPLA S. A .;
;
QUINTO RIO VRIO CIA.LTDA.;
BANAETELVIRA  ;
COMPAÑIA DE TRANSPORTE CLANIBRICA BRICAFLY  ;
AGROINNOVACION  ;
RENOMB  ;
DISTRIBUIDORA ANALOGY ANDINA  S.;
SERICONSUP SERVICIOS DE INGENIERIA Y CONSULTORIA PETROLERA CIA. LTDA.;
CRIADEROS CALIPSO  ;
ALSODI  ;
KARASTE  ;
GRUPOCD-HOLDING SOCIEDAD ANÓNIMA  ;
COMERCIALIZADORA DE PRODUCTOS AGRICOLAS ZAMBRANO VELEZ AGROZAMVELSA  ;
FORTISUR  ;
BJFC HOLDING  ;
GAMAUNION  ;
DISTRIBUIDORA DE PRODUCTOS ALIMENTICIOS DISCARNICOS  ;
COMERCIAL LUFECA CIA. LTDA.;
INMOBILIARIA LEONORTRES  ;
YUCATAL  ;
AGRICOLA DESESU  ;
AMBATOL CIA. LTDA.;
CALLING-CONSULTING  ;
UPIXON  ;
EXPOCAMARON  ;
ONETEAMCARGO  ;
FRAGANLICOR CIA. LTDA.;
MEGAT-PHARMACEUTICAL  ;
PROVEEDORA PARA METALMECANICA E INDUSTRIAS PROMETIN C LTDA;
BLACKSTECUA  ;
CAFRE  ;
ESPECTACULOS Y FERIAS DEL PACIFICO   ESFEPASA;
ANDEAN BERRIES&BERRIES  ;
CONSTRUCTORA & INMOBILIARIA JARAMILLO CUEVA E HIJOS INMOSHOPPING  ;
DIVEÑO  ;
CUEVA & CUEVA INGENIEROS S.A;
CONSTRUCTORA Y MAQUINARIA CHENGHUI CIA.LTDA.;
XIAEXPORT  ;
AMBIOVET CIA.LTDA.;
COMPAÑIA DE TRANSPORTE TURISTICA DOSMILTRES   COTRATUDOSSA;
HIELASO  ;
INDUSTRIAPC CIA.LTDA.;
CAFE BOMBON'S C.B.  ;
ITALDESIGN CIA. LTDA.;
DISTRIBUIDORA DISPROALZA CIA.LTDA.;
COMERCIAL TUNGURAHUA CORICAVA CIA. LTDA.;
SISTEMAS ARQUITECTONICOS ARKILIT  ;
CORPANDER  ;
IMHOTEPCON CIA. LTDA.;
YANERIL  ;
GARAYCAM C.A.;
ADMINMEDIC  ;
TITOLI  ;
CORPECAT  ;
TERMOVENT CIA.LTDA.;
;
EDIFICIOS SA ESA;
C.E.T.S.O. TRANSPORTE EXTRAPESADO Y SERVICIOS ORIENTALES COMPAÑIA LIMITADA;
LICEVISA LOTIZADORA INDUSTRIAL CENTRO VIAL SA;
METALZACORP  ;
GRINASA  ;
OMFERTSA NUCLEOS DEL ECUADOR  ;
SU GASOLINERA LUBRIAUTO C LTDA;
IMPORTADORA Y COMERCIALIZADORA DE COSMÉTICOS BELHACOSMETIC  ;
BISBALY  ;
GAIN PHONE SERVICIOS  ;
INVERSIONES VALYSA SA;
;
RODMORI  ;
VIANITE  ;
KATEFLOWERS  ;
CARVALLOTEX  ;
RED DE SOCIOS NACIONALES DE TELECOMUNICACIONES RESONA S.A;
GESTION Y COBRANZAS GEC-HECADU  ;
COMUNICACIONES DEL AUSTRO AUTELCOM  ;
INTEGRALDIAL  ;
CORPORACION TURISTICA INTERNACIONAL LLERENA - GARZON CORPTURINTER  ;
GALO ROSERO Y ASOCIADOS INGENIERIA Y SISTEMAS CIA. LTDA.;
PROYECTOS SAN LEOPOLDO LEOPRO  ;
CENTRO DE IMAGEN Y DIAGNOSTICO CEIDAG  ;
ESVELTS  ;
MINERA REINA DEL CISNE MINREICI C.LTDA.;
TELENEWS  ;
COMERCIAL PROMAGNOLIA  ;
PRODUCTORA INDUSTRIAL TECNICA PRINTECSA SA;
CINEASSIST  ;
LAMBDA-TEC CIA.LTDA.;
CAMPONET  ;
CENTRO DE DISTRIBUCION FIERRO CORRAL CIA. LTDA.;
PASOS EDUCACION ACTIVA INTEGRAL CIA. LTDA.;
TIREXPRESS ECUADOR  ;
NAUTIC S A;
HOLDING BRAVO-VERA HOLDINGBRAVE  ;
;
CONSULSUA C.LTDA.CONSULTORIA SUAREZ;
SERVICIOS ADMINISTRATIVOS Y CONTABLES MADIRT  ;
GERENCIA CORPORATIVA GERENSA  ;
AUSTROSEGURIDAD CIA. LTDA.;
VIASUPPORT SERVICIOS Y SOPORTE  ;
GUEVARA & ROBLES G&R CONSTRUCTORES CIA. LTDA.;
AGRICOLA GANADERA INDUSTRIAL SAN LUIS (AGIL) S.A;
AGRIPENSA AGRICOLA PENINSULAR  ;
ECOCOPTER ECUADOR  ;
KRIMAAN  ;
MACRIELECTRO  ;
IMOCOM ECUATORIANA CIA LTDA;
INMOBILIARIA Y CONSTRUCCIONES   ARICONSTRU;
;
AGROCARIBE  ;
FERYARROZ CIA. LTDA.;
DISGRANCO CIA. LTDA.;
JAO ARQUITECTOS JAODISEÑOS CIA.LTDA.;
TRANSPBARRENO  ;
HORMIGONERA AMAZONAS HORMIAMAZONAS  ;
SULAMIL S..A;
DESARROLLOS INMOBILIARIOS LATINOAMERICANOS LATINBRICK  ;
LACOL  ;
VETASGRANDES MINING  ;
COMERCIAL CRISFARE  ;
TECNIEQUIPOS  ;
SYSDATEL  ;
;
NOVAHOLDING  ;
COMERCIALIZADORA DE REPUESTOS DIESEL DIESELMAS CIA.LTDA.;
BRESLY  ;
ARMORCAR DEL ECUADOR  ;
INMOBILIARIA MEVIDA INMEVIDA  ;
FALCONI PUIG ABOGADOS CIA. LTDA.;
BLIFE TRAINING  ;
CORPORACION BANANDES  ;
ZULETA Y TURISMO ZUTURISMO CIA. LTDA.;
SERVICIOS CORPORATIVOS ALARCAB  ;
RAFAEL PAREDES SEMPERTEGUI E HIJOS CIA LTDA;
EUCLID ECUADOR  ;
COMPAÑIA CONSTRUCTORA E INMOBILIARIA VITLOOR  ;
CORAGROFRUT  ;
DIALINSPEC  ;
PRODUCTORA DE MEZCLADOS DE HORMIGON PREMEZCLA SA;
ECOALCHIMBORAZO  ;
ADEATEL  ;
FORMIL  ;
LETTERA  ;
CEVALLCON  ;
DAPROMACH  ;
CAMINITOSA  ;
TECASEN  ;
TECOR  ;
MADERAS Y ARQUITECTURAS MADEARQ  ;
;
LOGISTICA ANDINA   LOGIANDINA;
FULVIOR  ;
PALTOS SANTA ELENA AGROPALTOS  ;
JINMOTOS  ;
CEISCHOOL  ;
PECS IECONTSA  ;
ALTERNATIVE POWER ALTPOWER  ;
ADPROIN ADMINISTRADORA DE PROYECTOS INMOBILIARIOS  ;
JET FRESH FLOWER GROWERS OF ECUADOR JFFGROWERS  ;
IDEPLAST IDEAS PLASTICAS CIA. LTDA.;
VANSERTRANS  ;
DIONO  ;
INVERSIONES TABO SA;
SALUDYFITNESS  ;
INMOYA  ;
LABORATORIOS PARACELSO C LTDA;
HIGH LIGHTS ILLUMINATION DEL ECUADOR CIA. LTDA.;
ORGANIZACION INMOBILIARIA DEL ORIENTE ORGAINMORIEN CIA. LTDA.;
INMOBILIARIA UCUBAMBA INMOBAMBA  ;
SERCHEM  ;
GALOLAT  ;
NEFROMEDIC  ;
FORLANO  ;
LABORATORIOS BIOINDUSTRIA   LABIOSA;
MULTIAPOYO CIA. LTDA.;
AGRIPALMEC  ;
INSTALACION ASESORIA Y SUMINISTROS ELECTRICOS INASEL CIA. LTDA;
INMOREALSTATE  ;
ESERSUM IND. CIA. LTDA;
MAQUINARIA INDUSTRIAL DEL GUAYAS CIA. LTDA. MAQUINDUST;
IMPORTADORA BAZAR CHINA IMBACHI S.A;
TVCOBEC  ;
METRO-LOGISTICA   MELOGISTIC;
;
CAMARONERA BAJOALTO SA;
INDUSTRIA DEL CAUCHO METAL Y PLASTICO INCAMEP SA;
MODULSA  ;
ADUANAS & COMERCIO EXTERIOR DEL NORTE ADUANOR CIA. LTDA.;
DISTRIBUIDORA ALLPARTS CIA.LTDA.;
PONTIFEX  ;
PROQUILARV   ( PRODUCTOS QUIMICOS PARA LIMPIEZA Y ARTICULOS VARIOS );
INDUSTRIAL PRODEMSA CIA. LTDA.;
OIL COMPANY GUEVARA CIA. LTDA.;
LOGINET CIA. LTDA.;
VIGILANCIA PRIVADA DE SEGURIDAD VISPRIN CIA. LTDA.;
DISTRIBUIDORA PERIMETRAL DE COMBUSTIBLES LIQUIDOS DIPERCOMLIQ CIA.LTDA.;
EXPORTADORA HIDROVO MUÑOZ   EXPHIMUSA;
LONGMANED ECUADOR  ;
GLOBAL REFRIGERACION   REFFIGLOB;
NU-GAR  ;
DISTRIBUIDOR MEDICOS HOSPMEDIC  ;
HOLDING FYGHOLD CIA. LTDA.;
EXCOLINSA  ;
INTERTEK INTERNATIONAL LIMITED;
PROTECCION Y GUARDIANIA PRIVADA PROTEGUARVA CIA. LTDA.;
CONSTRUCTORA LUZAGUI C. LTDA.;
MAQUINARIAS Y COMERCIO ORDOÑEZ PATIÑO MCO CIA. LTDA.;
INMOBILIARIA EQUINOCCIAL   INEQUISA;
EMPRESA OPAUSTRO CIA. LTDA.;
HOTEL CRESPO CA;
TRUSTGAS  ;
AGHEMOR CIA. LTDA.;
;
OILZONE SERVICIOS CIA. LTDA.;
TRANSPORTES CAYAMBE TRANSCAYAMBE  ;
PROMOTORES INMOBILIARIOS PROMOROJAS  ;
NEUROCOR  ;
CONSTRUIDEAS  ;
CGS GLOBAL SERVICES CODEBEN  ;
TUBULAR RUNNING & RENTAL SERVICES TR&RS  ;
CONSTRUCCION E INGENIERIA SANITARIA CUEVA TERAN C LTDA;
INETUM ESPAÑA,  ;
CHAVEZSOLUTIONS AMBIENTALES CIA. LTDA.;
FARMACEUTICA EXELTIS ECUADOR EXELTISFARMA  ;
FLOREXCELENT  ;
ECUA - EMVASE IMPORTADORA ECUIM CIA.LTDA.;
INDUSTRIAS BIOSEM INDBIOSEM  ;
IMPORTACION Y COMERCIO BUY LINK CIA. LTDA.;
UNIDAD DE DIAGNOSTICO INVASIVO C.A. MEDICA;
IMPORTADORA DE ACCESORIOS Y NEUMATICOS IMANEUMAGIC CIA. LTDA.;
FLORICOLA LA HERRADURA FLOHERRA  ;
CONSORCIO TRAFFIC SAFETY AZUAY TSA;
BEDUCACION  ;
NET-INMO  ;
LOYALTYCOM  ;
KASPERSAK  ;
RICMETRUCKS  ;
REGYNEWSA  ;
VITIMAR  ;
GENERAHOLDING GEHOLDSA  ;
EXPOPLATANO  ;
STEELINC INNOVACION EN ACERO CIA. LTDA.;
IGNABER CIA.LTDA.;
RUEDA GARANTIZADA RUEDAGAR CIA. LTDA.;
OKROSES  ;
BLACKPETROL  ;
SUMDEEEP  ;
DELOSI SA.;
MERCAPITAL CASA DE VALORES  ;
CONTISTART  ;
IMPORTADORA DE TURBOS IMPORTURBO CIA. LTDA.;
;
OPERADORA INTERNACIONAL HOTELERA   OPERINTER;
DATAGRO SA;
REFRIGERACION INDUSTRIAL CORNEJO REFRICOR-EC CIA.LTDA.;
ALEAMASA  ;
IROUTE SOLUTIONS  ;
PREDIOS BONAFIDE SA;
SERRESA  ;
N.T.A. NUEVO TRANSPORTE DE AMERICA CIA. LTDA.;
BUSINESS WORLD LOGISTIC BWL  ;
RENACENT C. LTDA.;
INMOGROUP  ;
SKYTEC  ;
TOUCHE FILMS CREADORES AUDIOVISUALES CIA. LTDA.;
DISTRIBUIDORA YABIMODAS C.A.;
VITAFEED CIA. LTDA.;
RADECO REPUESTOS DE COSECHADORAS C. LTDA.;
VISTALSUR C.A.;
FLORES DEL PARAISO FLORPARAISO C.A.;
COMERCALIZADORA PECUARIA G&C BIONUTRIPHARMA CIA.LTDA.;
FLOWERRAPS  ;
COMERCIALIZADORA E IMPORTADORA JOEDSA JOEDSA  ;
BANCHISFOOD  ;
GENSYSTEMS  ;
AGRÍCOLA PALMERAS DEL QUININDE PALQUININDE  ;
SIXPRENSA  ;
BLUETRUST  ;
VISTANORTE  ;
RIOGAS CIA. LTDA.;
INMOBILIARIA KARMA C LTDA;
GALERIAS SU CASA GALESA  ;
SODEN SOCIAL DENTAL CIA. LTDA.;
FERRETERIA EL CARACOL FERRECARACOL CIA. LTDA.;
CARGO INSPECTION AND ENFORCEMENT SERVICES  ;
TRANSFISMOR  ;
AGRICOLA LONGDAY  ;
COMPANIA MINERA MACHALA   COMIMACH;
DELBAK CIA.LTDA.;
ACTIVITY DISTRIBUCIONES CIA. LTDA;
CONSTRUCTORA E INMOBILIARIA CONCIMENTO CIA. LTDA.;
JENFEL  ;
TECHNOLOGY ASSISTANCE ASSISTECH CIA. LTDA.;
CORPORACION FAPISA CIA.LTDA.;
;
AGROPECUARIA GANADERA ACUICOLA   AGRONACUI;
COMPANIA DE DESPACHOS Y ASESORIAS ADUANERAS CAL-VIMA C.LTDA.;
PRODUCTOS DEL PETROLEO S.A PETROPORT;
DATALIGHTS CIA. LTDA.;
ESTACION DE SERVICIOS UNIVERSITARIOS UNISER S.A;
CAMROSITA CIA.LTDA.;
MIGUT  ;
PACIFIC & ORIENTE OPG  ;
FAMUPA  ;
TRADESYSTEM  ;
ABICIO  ;
NAJOCFASHION CIA. LTDA.;
ESPINARI  ;
;
FRUTOS BELLOS FRUBELL SA;
ESTACION DE SERVICIO PUENGASI G&A-MCJ CIA.LTDA.;
CAMARONERA EXCAM  ;
TRADEMOR  ;
FIROLA  ;
CORPACK  ;
EUROAGENTE  ;
BEENGURION SECURITY CIA. LTDA.;
CORPORANGE FISCALIZACION & SERVICIOS INMOBILIARIOS  ;
AGRICOLA POGO AGROPOGO  ;
CORDERO MORENO & CORRAL ABOGADOS  ;
K FRUIT NIKMAT  ;
INTERGARD ECUADOR  ;
CONSTRUCTORA SANCAYETANO CIA.LTDA.;
;
NOVITAT  ;
DRIGRUSI  ;
ALBERGUE TURISTICO ABRASPUNGO COMPAÑIA LIMITADA;
BALCOMAD  ;
INMOBILIARIA DOS MIL   INMODOSMIL;
INDUSTRIAL ALFA INDUALFA SA;
MARDANNY  ;
HERMINIA SANCHEZ E HIJOS CIA. LTDA;
DISPLAST-SUR  ;
SERVIGANGA  ;
AEROVIAS ORIENTALES AERORIENT CIA. LTDA.;
AUTOMOTORES PEREZ VACA CIA. LTDA.;
MATCOT CIA. LTDA.;
;
PREDIALBIENES CIA. LTDA.;
VANGUARDIA ADMINISTRADORA DE FONDOS Y FIDEICOMISOS VANGUARDFONDOS  ;
SERVICIOS INDUSTRIALES SEROVIQ  ;
SOCIEDAD ANONIMA CIVIL E INDUSTRIAL ''SALFIBRAS PILCO  '' SALFIPIL  ;
