,"Business Administration and Management, General",Engineering,"Computer and Information Sciences, General","Business/Commerce, General",Marketing,Psychology,"Administrative Assistant and Secretarial Science, General",International Business/Trade/Commerce,Computer and Information Sciences and Support Services,Economics,"Human Resources Management/Personnel Administration, General",Accounting,Auditing,"Finance, General","Communication, General",Mining and Mineral Engineering,"Geology/Earth Science, General",Environmental Studies,Electrical and Electronics Engineering,Electromechanical Engineering,Mining Technology/Technician,Mechanical Engineering,"Engineering Technology, General",Occupational Safety and Health Technology/Technician,"Foreign Languages and Literatures, General",Telecommunications Engineering,Industrial Safety Technology/Technician,Natural Sciences,Civil Engineering,Industrial Engineering,Project Management,Law,"Aerospace, Aeronautical and Astronautical Engineering","Aeronautics/Aviation/Aerospace Science and Technology, General",Research and Development Management,Accounting and Finance,Architecture,"Logistics, Materials, and Supply Chain Management",Structural Engineering,"Agriculture, General",Information Technology,Communication and Media Studies,Social Studies Teacher Education,Advertising,"Foods, Nutrition, and Wellness Studies, General",Chemical Engineering,Aquaculture,"Biology, General",Petroleum Engineering,Computer Science,Computational Science,Mathematics,Physical Sciences,Industrial Technology/Technician,Graphic Design,Electromechanical Technology/Electromechanical Engineering Technology,"Mechanics and Repairers, General",Industrial Mechanics and Maintenance Technology,"English Language and Literature, General",Petroleum Technology/Technician,Selling Skills and Sales Operations,Education,Chemistry,Agronomy and Crop Science,Computer Systems Networking and Telecommunications,Animal/Livestock Husbandry and Production,Food Science,Nutrition Sciences,Hydraulics and Fluid Power Technology/Technician,Pre-Engineering,Medicine,Organizational Leadership,"Mechatronics, Robotics, and Automation Engineering",Automobile/Automotive Mechanics Technology/Technician,"Computer Programming/Programmer, General",Computer Software Technology/Technician,Hotel/Motel Administration/Management,"Organizational Communication, General",Public Relations/Image Management,Physics,Intermedia/Multimedia,Social Sciences,Pharmacy,Social Work,Accounting and Related Services,"Marketing/Marketing Management, General",International Business,"Electrical, Electronics and Communications Engineering",Hospitality Administration/Management,Tourism and Travel Services Management,Journalism,Manufacturing Engineering,"Electrical/Electronics Equipment Installation and Repair, General","Specialized Sales, Merchandising and Marketing Operations",Automation Engineer Technology/Technician,Industrial Production Technologies/Technicians,Network and System Administration/Administrator,Web/Multimedia Management and Webmaster,Automotive Science and Technology,"Public Relations, Advertising, and Applied Communication",Artificial Intelligence,Management Sciences and Quantitative Methods,Elementary Education and Teaching,Humanities/Humanistic Studies,"General Sales, Merchandising and Related Marketing Operations",Electromechanical Instrumentation and Maintenance Technologies/Technicians,Management Science,Electronics,Physical Chemistry,Visual and Performing Arts,Maritime Studies,"Management Information Systems, General",English Language and Literature/Letters,Spanish Language and Literature,International/Global Studies,Food Science and Technology,International Finance,Agribusiness/Agricultural Business Operations,Secondary Education and Teaching,Agricultural Engineering,Tax Law/Taxation,Neurobiology and Behavior,Airframe Mechanics and Aircraft Maintenance Technology/Technician,Fashion/Apparel Design,Farm/Farm and Ranch Management,Computer Systems Analysis/Analyst,"Health Services/Allied Health/Health Sciences, General",Industrial Electronics Technology/Technician,"Biology/Biological Sciences, General",Interior Design,Ceramic Arts and Ceramics,Biological and Biomedical Sciences,Data Processing and Data Processing Technology/Technician,"Business Administration, Management and Operations","Electrical, Electronic and Communications Engineering Technology/Technician",Geography and Cartography,Real Estate,Entrepreneurship/Entrepreneurial Studies,Welding Technology/Welder,Informatics,"Human Development and Family Studies, General",Political Science and Government,Geological/Geophysical Engineering,Energy Management and Systems Technology/Technician,Environmental Engineering Technology/Environmental Technology,Criminal Justice/Safety Studies,Geological and Earth Sciences/Geosciences,Construction Management,"System, Networking, and LAN/WAN Management/Manager",Ancient Studies/Civilization,International Relations and Affairs,Teaching English as a Second or Foreign Language/ESL Language Instructor,Construction,Accounting and Business/Management,Banking and Financial Support Services,Interior Architecture,Computer Software Engineering,Computer Hardware Technology/Technician,Statistics,Environmental/Environmental Health Engineering,Biotechnology,Systems Engineering,Mechanical Drafting and Mechanical Drafting CAD/CADD,Construction Engineering,Business/Corporate Communications,Fire Prevention and Safety Technology/Technician,Athletic Training/Trainer,Forestry,Russian Studies,"Modeling, Virtual Environments and Simulation",Curriculum and Instruction,"Linguistic, Comparative, and Related Language Studies and Services",CAD/CADD Drafting and/or Design Technology/Technician,Technology Teacher Education/Industrial Arts Teacher Education,Medicinal and Pharmaceutical Chemistry,Computer Systems Analysis,Quality Control Technology/Technician,Mechanical Engineering/Mechanical Technology/Technician,Food Preparation/Professional Cooking/Kitchen Assistant,Mechanical Engineering Related Technologies/Technicians,Electrician,Robotics Technology/Technician,Culinary Arts and Related Services,Biochemistry,Computer Support Specialist,Registered Nursing/Registered Nurse,Biomedical/Medical Engineering,Poultry Science,Radio and Television,Natural Resources Law Enforcement and Protective Services,Latin American Studies,"Communication, Journalism, and Related Programs",Foreign Language Teacher Education,Analytical Chemistry,Marine Transportation,"Cosmetology/Cosmetologist, General",Naval Architecture and Marine Engineering,Automotive Engineering Technology/Technician,Civil Engineering Technology/Technician,Taxation,French Studies,Telecommunications Technology/Technician,"Fine/Studio Arts, General","Purchasing, Procurement/Acquisitions and Contracts Management",Early Childhood Education and Teaching,Animal Sciences,Veterinary Medicine,Quality Control and Safety Technologies/Technicians,"City/Urban, Community and Regional Planning",Information Science/Studies,Natural Resource Recreation and Tourism,Marketing Research,Data Processing,Medical Imaging,Area Studies,"Legal Studies, General",Public Administration,Pharmaceutical Sciences,General Studies,Clinical/Medical Laboratory Assistant,Occupational Health and Industrial Hygiene,"Health and Wellness, General",Physical Fitness Technician,Sports Studies,Management Control,Epidemiology,Public Policy Analysis,Theology/Theological Studies,Regular/General High School/Secondary Diploma Program,Computer Engineering,Clinical Psychology,Pedagogy,Agroecology and Sustainable Agriculture,"Microbiology, General",Machine Tool Technology/Machinist,Finance and Financial Management Services,Engineering/Industrial Management,E-Commerce/Electronic Commerce,"Computer Programming, Specific Applications","Banking, Corporate, Finance, and Securities Law",Architectural and Building Sciences/Technology,Computer Graphics,History,Pharmacology,Higher Education/Higher Education Administration,"Traffic, Customs, and Transportation Clerk/Technician",Fashion,"Graphic and Printing Equipment Operator, General Production",Mass Communication/Media Studies,"Design and Visual Communications, General","Arts, Entertainment, and Media Management",Insurance,Italian Studies,Design and Applied Arts,"Art/Art Studies, General",Machining,Photography,Management Information Systems and Services,Portuguese Language and Literature,Philosophy,Industrial and Product Design,Dentistry,Kinesiology and Exercise Science,Architecture and Related Services,"Physiology, General",Ecology,Building Construction Technology,Metallurgical Engineering,Materials Science and Engineering,Consumer Economics,Public Speaking,Genetics,Hematology Technology/Technician,Agricultural Economics,Film/Cinema/Video Studies,"International Business, Trade, and Tax Law",Intellectual Property Law,Corporate Law,Medical Insurance Coding Specialist/Coder,Women's Studies,"Business, Management, Marketing, and Related Support Services",Bioengineering and Biomedical Engineering,Packaging Science,Welding Engineering Technology/Technician,Transportation and Materials Moving,Operations Management and Supervision,Telecommunications Management,Business/Managerial Economics,Ergonomics,"Biomedical Sciences, General",African-American/Black Studies,Geographic Information Science and Cartography,Mortuary Science and Embalming/Embalmer,Linguistics,Mathematics and Statistics,Digital Communication and Media/Multimedia
SCHLUMBERGER DEL ECUADOR,"2,470","1,085",,,,,,,,,576,,,851,,,"1,995",,"3,041",,,"5,816",,,,,,,,996,,,,,,,,704,,,,,,,,"1,670",,,"3,132","1,421","1,193",991,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLCIM ECUADOR,42,15,12,9,9,,6,,,6,,,,,5,,,,10,,,14,,,,,,,28,18,,6,,,,,,6,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIENDAS INDUSTRIALES ASOCIADAS TIA,44,27,20,19,20,10,8,10,18,19,,16,8,,,,,,,,,,,,,,,9,,26,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNIÓN CEMENTERA NACIONAL, UCEM",34,6,5,8,,,5,,5,,,6,,,,,,,8,,,10,,6,,,,,,6,5,,,,,,,,,,,,,,,7,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPWORLD POSORJA,679,,,347,167,,,204,,191,211,241,,200,,,,,346,,,316,,,,,,,,156,,,,,,,,473,,,220,,,,,,,,,278,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA FABRIL,92,20,,22,73,,12,,11,14,,11,12,13,,,,,,,,,,,,,,,,37,,,,,,10,,14,,,,,,,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERVECERIA NACIONAL CN,141,45,,52,84,,25,22,12,32,14,14,,19,,,,,16,,,,,,,,,13,,31,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERIA DEL ECUADOR CA ADELCA.,30,8,8,7,,,6,,,,,10,11,7,,,,,12,,,17,5,,,,,,,23,,,,,,5,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANDES PETROLEUM ECUADOR LTD.,35,12,3,,,,4,,,,,4,,6,,,,5,14,,,7,,,,,4,,,,11,,,,,5,,,,,7,,,,,,,,10,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPANIA GENERAL DE COMERCIO Y MANDATO SOCIEDAD ANONIMA,47,14,12,19,36,,11,12,7,,,12,8,11,,,,,,,,,,,,,,5,,,,,,,,7,,,,,,,,9,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRIBUIDORA FARMACEUTICA ECUATORIANA (DIFARE),159,41,39,66,90,20,23,,27,25,18,33,23,27,,,,,,,,,,,,,,15,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPACADORA GRUPO GRANMAR   EMPAGRAN,10,9,2,7,,,,,2,5,,,3,,2,,,,2,,,,,,,2,,3,,3,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS SA,34,17,11,8,,,7,,,5,,8,5,7,,,,4,,,,,,,,,,,,8,,6,,,,5,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGOCIOS INDUSTRIALES REAL N.I.R.,67,36,12,27,21,,13,18,11,,,12,,13,,,,,,,,10,,,,,,,,16,,,,,,,,,,,,,,,10,11,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REYBANPAC REY BANANO DEL PACIFICO C.L.,42,19,12,15,6,,,,13,12,8,10,12,10,,,,,,,,,,,,,,,,5,,,,,,6,,,,10,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALMACENES DE PRATI SA,104,29,19,43,43,18,17,15,15,14,,20,14,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTIE- PHOENIX TOWER INTERNATIONAL ECUADOR,54,,,9,15,,11,,,24,,26,,35,9,,,,11,,,,,,,13,,,,,15,44,,,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GISIS,2,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,2,,,,,,,,,,1,,,,2,1,3,,1,,,,,,,1,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNATIONAL WATER SERVICES ( GUAYAQUIL ) INTERAGUA C. LTDA.,29,9,9,7,,,,,5,6,,8,,4,,,,,6,,,12,,,,,,,31,3,6,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENAP SIPETROL,18,5,,3,,,3,,,5,,,,4,,,9,2,,3,,,,,,,3,5,3,,,,,,,,3,,,,,,,,,,,,8,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALMACENES JUAN ELJURI CIA. LTDA.,28,9,5,16,11,,5,5,5,5,,8,8,,4,,,,,,,,,,,,,,,,,7,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GERARDO ORTIZ E HIJOS C LTDA,53,13,10,16,22,,4,5,8,4,,6,8,5,,,,,,,,,,3,,,,,,,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLUSPETROL ECUADOR B.V.,218,101,,,,,39,,,56,37,38,,44,,,,,84,,,,,,,,,41,,107,56,,,,,,,38,,,,,,,,53,,,60,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNPC CHUANQING DRILLING ENGINEERING COMPANY LIMITED,26,17,,,,,,,,,,,,,,,8,8,19,,,27,,,,,,,,,,,,,,,,,,,,,,,,8,,,67,11,8,8,23,,,,,,,11,,,,,,,,,,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALLIBURTON LATIN AMERICA S.R.L.,"1,703",666,,439,,,,,,,,638,,447,,,"1,372",,"1,644",,,"2,730",,,,,,,,,297,,,,,,,,,,,,,,,916,,,"2,332",501,,415,,,,,,,,,,,715,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTECON GUAYAQUIL,27,11,9,12,,4,7,13,5,5,4,4,4,,,,,,3,,,,,,,,,,,6,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLEODUCTO DE CRUDOS PESADOS (OCP) ECUADOR,7,3,2,,2,,,,2,,,2,,,,,,1,6,,,5,,,,2,,2,,2,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAQUINARIAS Y VEHICULOS   MAVESA,74,26,,22,18,,,14,,13,8,17,15,10,,,,,8,,,15,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA SA,45,43,20,23,,,,,14,15,,13,,,,,,,,,,,,,,,,15,,27,,,,,,,,10,,,,,,,9,15,9,15,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVACERO S.A,36,11,8,9,8,,6,,,,,,,8,,,,,13,,,27,5,,,,,,10,17,,,,,,,5,,,,,,,,,,,,,,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
